query_id,query,query_type,expected_movie_id,expected_title,bm25_hit@1,bm25_hit@3,bm25_hit@5,bm25_hit@10,bm25_mrr,bm25_top1,dense_hit@1,dense_hit@3,dense_hit@5,dense_hit@10,dense_mrr,dense_top1
144,drama film released around 2017 with plot like oleg is a young gifted paramedic. his wife katya works as a nurse at the hospital emergency department.,year_constraint,457842,Arrhythmia,1,1,1,1,1.0,Arrhythmia,1,1,1,1,1.0,Arrhythmia
145,"I remember a movie where bryan mills, a former government operative, is trying to reconnect with his teenage daughter kim. after reluctantly agreeing",plot_memory,8681,Taken,1,1,1,1,1.0,Taken,1,1,1,1,1.0,Taken
146,find a action movie directed by Pierre Morel with Liam Neeson and Maggie Grace,cast_director,8681,Taken,1,1,1,1,1.0,Taken,1,1,1,1,1.0,Taken
147,movie about rescue and paris in a action setting,keyword_theme,8681,Taken,0,0,1,1,0.25,Deepwater Horizon,0,0,0,1,0.1429,"Paris, 13th District"
148,"action film released around 2008 with plot like bryan mills, a former government operative, is trying to reconnect with his teenage daughter kim. after reluctantly agreeing",year_constraint,8681,Taken,1,1,1,1,1.0,Taken,1,1,1,1,1.0,Taken
149,I remember a movie where young princess anna of arendelle dreams about finding true love at her sister elsa’s coronation. fate takes her,plot_memory,109445,Frozen,1,1,1,1,1.0,Frozen,1,1,1,1,1.0,Frozen
150,find a animation movie directed by Chris Buck with Idina Menzel and Kristen Bell,cast_director,109445,Frozen,1,1,1,1,1.0,Frozen,0,0,0,0,0.0,Hi Stranger
151,movie about princess and magic in a animation setting,keyword_theme,109445,Frozen,0,0,0,0,0.0,Naruto the Movie: Ninja Clash in the Land of Snow,0,0,0,0,0.0,Barbie Mariposa & the Fairy Princess
152,animation film released around 2013 with plot like young princess anna of arendelle dreams about finding true love at her sister elsa’s coronation. fate takes her,year_constraint,109445,Frozen,1,1,1,1,1.0,Frozen,1,1,1,1,1.0,Frozen
153,"I remember a movie where april 1988, ouvéa island, new caledonia. 30 gendarmes are taken hostage by a group of kanak freedom fighters.",plot_memory,76609,Rebellion,1,1,1,1,1.0,Rebellion,1,1,1,1,1.0,Rebellion
154,find a drama movie directed by Mathieu Kassovitz with Mathieu Kassovitz and Iabe Lapacas,cast_director,76609,Rebellion,1,1,1,1,1.0,Rebellion,0,1,1,1,0.3333,Victoria
155,movie about drama and drama in a drama setting,keyword_theme,76609,Rebellion,0,0,0,0,0.0,The Artist,0,0,0,0,0.0,Romeo + Juliet
156,"drama film released around 2011 with plot like april 1988, ouvéa island, new caledonia. 30 gendarmes are taken hostage by a group of kanak freedom fighters.",year_constraint,76609,Rebellion,1,1,1,1,1.0,Rebellion,1,1,1,1,1.0,Rebellion
157,"I remember a movie where every year, thousands of antarctica's emperor penguins make an astonishing journey to breed their young. they walk, marching",plot_memory,1667,March of the Penguins,1,1,1,1,1.0,March of the Penguins,1,1,1,1,1.0,March of the Penguins
158,find a documentary movie directed by Luc Jacquet with Charles Berling and Romane Bohringer,cast_director,1667,March of the Penguins,1,1,1,1,1.0,March of the Penguins,0,0,0,0,0.0,Europa
159,movie about cold and parent child relationship in a documentary setting,keyword_theme,1667,March of the Penguins,1,1,1,1,1.0,March of the Penguins,0,0,0,0,0.0,Christmas Getaway
160,"documentary film released around 2005 with plot like every year, thousands of antarctica's emperor penguins make an astonishing journey to breed their young. they walk, marching",year_constraint,1667,March of the Penguins,1,1,1,1,1.0,March of the Penguins,1,1,1,1,1.0,March of the Penguins
161,"I remember a movie where italian immigrant francesca cabrini arrives in 1889 new york city and is greeted by disease, crime, and impoverished",plot_memory,975056,Cabrini,1,1,1,1,1.0,Cabrini,1,1,1,1,1.0,Cabrini
162,find a history movie directed by Alejandro Monteverde with Cristiana Dell'Anna and David Morse,cast_director,975056,Cabrini,1,1,1,1,1.0,Cabrini,1,1,1,1,1.0,Cabrini
163,movie about new york city and immigrant in a history setting,keyword_theme,975056,Cabrini,0,1,1,1,0.5,A Most Violent Year,0,0,0,1,0.1429,A Most Violent Year
164,"history film released around 2024 with plot like italian immigrant francesca cabrini arrives in 1889 new york city and is greeted by disease, crime, and impoverished",year_constraint,975056,Cabrini,1,1,1,1,1.0,Cabrini,1,1,1,1,1.0,Cabrini
165,"I remember a movie where relaxing on a cozy beach, the straw hat pirates are taking a rest from their quest. right until",plot_memory,23446,One Piece: Clockwork Island Adventure,1,1,1,1,1.0,One Piece: Clockwork Island Adventure,0,0,0,1,0.125,Pirates of the Caribbean: At World's End
166,find a action movie directed by Junji Shimizu with Mayumi Tanaka and Kazuya Nakai,cast_director,23446,One Piece: Clockwork Island Adventure,0,1,1,1,0.5,One Piece: The Movie,0,0,0,0,0.0,Gantz
167,movie about pirate and shounen in a action setting,keyword_theme,23446,One Piece: Clockwork Island Adventure,0,0,0,0,0.0,Naruto the Movie: Ninja Clash in the Land of Snow,0,0,0,0,0.0,The Pirates! In an Adventure with Scientists!
168,"action film released around 2001 with plot like relaxing on a cozy beach, the straw hat pirates are taking a rest from their quest. right until",year_constraint,23446,One Piece: Clockwork Island Adventure,1,1,1,1,1.0,One Piece: Clockwork Island Adventure,0,0,0,1,0.1,Pirates of the Caribbean: At World's End
169,"I remember a movie where after going their separate ways, scooby-doo, shaggy, velma, daphne, and fred reunite to investigate the ghost of moonscar",plot_memory,13151,Scooby-Doo on Zombie Island,1,1,1,1,1.0,Scooby-Doo on Zombie Island,1,1,1,1,1.0,Scooby-Doo on Zombie Island
170,find a animation movie directed by Jim Stenstrum with Scott Innes and Billy West,cast_director,13151,Scooby-Doo on Zombie Island,1,1,1,1,1.0,Scooby-Doo on Zombie Island,0,0,0,0,0.0,Ethel & Ernest
171,movie about new orleans and louisiana in a animation setting,keyword_theme,13151,Scooby-Doo on Zombie Island,0,0,1,1,0.2,The Princess and the Frog,0,0,0,0,0.0,Blue Bayou
172,"animation film released around 1998 with plot like after going their separate ways, scooby-doo, shaggy, velma, daphne, and fred reunite to investigate the ghost of moonscar",year_constraint,13151,Scooby-Doo on Zombie Island,1,1,1,1,1.0,Scooby-Doo on Zombie Island,1,1,1,1,1.0,Scooby-Doo on Zombie Island
173,"I remember a movie where the kingdom of the people of the earth once ruled over the land, but now all that remains",plot_memory,115223,Pokémon the Movie: Black - Victini and Reshiram,1,1,1,1,1.0,Pokémon the Movie: Black - Victini and Reshiram,0,1,1,1,0.5,Kingdom of Heaven
174,find a animation movie directed by Kunihiko Yuyama with Rica Matsumoto and Ikue Otani,cast_director,115223,Pokémon the Movie: Black - Victini and Reshiram,0,0,0,1,0.1667,Pokémon the Movie 2000,0,0,0,0,0.0,Program
175,movie about battle and anime in a animation setting,keyword_theme,115223,Pokémon the Movie: Black - Victini and Reshiram,0,0,0,0,0.0,Bleach the Movie: The DiamondDust Rebellion,0,0,1,1,0.25,Program
176,"animation film released around 2011 with plot like the kingdom of the people of the earth once ruled over the land, but now all that remains",year_constraint,115223,Pokémon the Movie: Black - Victini and Reshiram,1,1,1,1,1.0,Pokémon the Movie: Black - Victini and Reshiram,0,1,1,1,0.3333,Kingdom: Ashin of the North
177,"I remember a movie where hubert, a brash 17-year-old, is confused and torn by a love-hate relationship with his mother that consumes him",plot_memory,26280,I Killed My Mother,1,1,1,1,1.0,I Killed My Mother,1,1,1,1,1.0,I Killed My Mother
178,find a drama movie directed by Xavier Dolan with Xavier Dolan and Anne Dorval,cast_director,26280,I Killed My Mother,1,1,1,1,1.0,I Killed My Mother,0,0,0,0,0.0,Mommy
179,movie about parent child relationship and boarding school in a drama setting,keyword_theme,26280,I Killed My Mother,0,0,1,1,0.25,CODA,0,0,0,0,0.0,The Present
180,"drama film released around 2009 with plot like hubert, a brash 17-year-old, is confused and torn by a love-hate relationship with his mother that consumes him",year_constraint,26280,I Killed My Mother,1,1,1,1,1.0,I Killed My Mother,1,1,1,1,1.0,I Killed My Mother
181,"I remember a movie where he is one of the top celebrities in the country: a fast-talking tv host, who can joke his",plot_memory,383682,Planet Single,1,1,1,1,1.0,Planet Single,0,0,0,0,0.0,Jimmy Carr: Funny Business
182,find a comedy movie directed by Mitja Okorn with Maciej Stuhr and Agnieszka Więdłocha,cast_director,383682,Planet Single,0,1,1,1,0.5,Letters to Santa,0,1,1,1,0.3333,CM101MMXI Fundamentals
183,movie about date and teacher in a comedy setting,keyword_theme,383682,Planet Single,0,1,1,1,0.3333,Notting Hill,0,0,0,0,0.0,The Teacher
184,"comedy film released around 2016 with plot like he is one of the top celebrities in the country: a fast-talking tv host, who can joke his",year_constraint,383682,Planet Single,1,1,1,1,1.0,Planet Single,0,0,0,0,0.0,Kevin Hart: Seriously Funny
185,"I remember a movie where one year since the supernatural nightmare at freddy fazbear's pizza, the stories about what transpired there have been",plot_memory,1228246,Five Nights at Freddy's 2,1,1,1,1,1.0,Five Nights at Freddy's 2,1,1,1,1,1.0,Five Nights at Freddy's 2
186,find a horror movie directed by Emma Tammi with Josh Hutcherson and Piper Rubio,cast_director,1228246,Five Nights at Freddy's 2,0,1,1,1,0.5,Five Nights at Freddy's,0,0,0,0,0.0,Prisoners
187,movie about killer robot and pizzeria in a horror setting,keyword_theme,1228246,Five Nights at Freddy's 2,1,1,1,1,1.0,Five Nights at Freddy's 2,0,1,1,1,0.5,Saw II
188,"horror film released around 2025 with plot like one year since the supernatural nightmare at freddy fazbear's pizza, the stories about what transpired there have been",year_constraint,1228246,Five Nights at Freddy's 2,1,1,1,1,1.0,Five Nights at Freddy's 2,1,1,1,1,1.0,Five Nights at Freddy's 2
189,"I remember a movie where this wonderful story happened in the age of valiant knights, beautiful princesses, and battling sorcerers. ruslan, a wandering",plot_memory,463116,The Stolen Princess,1,1,1,1,1.0,The Stolen Princess,1,1,1,1,1.0,The Stolen Princess
190,find a animation movie directed by Oleg Malamuzh with Nadya Dorofeeva and Oleksii Zavgorodnii,cast_director,463116,The Stolen Princess,1,1,1,1,1.0,The Stolen Princess,0,0,0,0,0.0,Program
191,movie about princess and rescue in a animation setting,keyword_theme,463116,The Stolen Princess,0,1,1,1,0.5,Naruto the Movie: Ninja Clash in the Land of Snow,0,0,0,0,0.0,Barbie Fairytopia: Mermaidia
192,"animation film released around 2018 with plot like this wonderful story happened in the age of valiant knights, beautiful princesses, and battling sorcerers. ruslan, a wandering",year_constraint,463116,The Stolen Princess,1,1,1,1,1.0,The Stolen Princess,1,1,1,1,1.0,The Stolen Princess
193,I remember a movie where jesse aarons trained all summer to become the fastest runner in school. so he's very upset when newcomer,plot_memory,1265,Bridge to Terabithia,1,1,1,1,1.0,Bridge to Terabithia,0,0,1,1,0.25,Tyson's Run
194,find a adventure movie directed by Gábor Csupó with Josh Hutcherson and AnnaSophia Robb,cast_director,1265,Bridge to Terabithia,1,1,1,1,1.0,Bridge to Terabithia,0,0,0,0,0.0,The Trip
195,movie about friendship and sibling relationship in a adventure setting,keyword_theme,1265,Bridge to Terabithia,0,0,0,1,0.1,Wizards of Waverly Place: The Movie,0,0,0,0,0.0,Brothers
196,adventure film released around 2007 with plot like jesse aarons trained all summer to become the fastest runner in school. so he's very upset when newcomer,year_constraint,1265,Bridge to Terabithia,1,1,1,1,1.0,Bridge to Terabithia,0,1,1,1,0.5,Tyson's Run
197,"I remember a movie where the untold story of katherine g. johnson, dorothy vaughan and mary jackson – brilliant african-american women working at",plot_memory,381284,Hidden Figures,1,1,1,1,1.0,Hidden Figures,1,1,1,1,1.0,Hidden Figures
198,find a drama movie directed by Theodore Melfi with Taraji P. Henson and Octavia Spencer,cast_director,381284,Hidden Figures,1,1,1,1,1.0,Hidden Figures,0,1,1,1,0.5,"Synecdoche, New York"
199,movie about nasa and mathematics in a drama setting,keyword_theme,381284,Hidden Figures,0,0,0,1,0.1111,The Artist,0,0,0,0,0.0,Gravity
200,"drama film released around 2016 with plot like the untold story of katherine g. johnson, dorothy vaughan and mary jackson – brilliant african-american women working at",year_constraint,381284,Hidden Figures,1,1,1,1,1.0,Hidden Figures,1,1,1,1,1.0,Hidden Figures
