query_id,query_type,query,expected_movie_id,expected_title,pred_top1_movie_id,pred_top1_title,route,latency_sec,hit@1,hit@3,hit@5,hit@10,rr
160,year_constraint,"documentary film released around 2005 with plot like every year, thousands of antarctica's emperor penguins make an astonishing journey to breed their young. they walk, marching",1667,March of the Penguins,1667,March of the Penguins,HARD,3.9914,1,1,1,1,1.0
161,plot_memory,"I remember a movie where italian immigrant francesca cabrini arrives in 1889 new york city and is greeted by disease, crime, and impoverished",975056,Cabrini,975056,Cabrini,HARD,1.6465,1,1,1,1,1.0
162,cast_director,find a history movie directed by Alejandro Monteverde with Cristiana Dell'Anna and David Morse,975056,Cabrini,975056,Cabrini,HARD,3.936,1,1,1,1,1.0
163,keyword_theme,movie about new york city and immigrant in a history setting,975056,Cabrini,241239,A Most Violent Year,HARD,4.0083,0,1,1,1,0.5
164,year_constraint,"history film released around 2024 with plot like italian immigrant francesca cabrini arrives in 1889 new york city and is greeted by disease, crime, and impoverished",975056,Cabrini,975056,Cabrini,HARD,4.1244,1,1,1,1,1.0
165,plot_memory,"I remember a movie where relaxing on a cozy beach, the straw hat pirates are taking a rest from their quest. right until",23446,One Piece: Clockwork Island Adventure,23446,One Piece: Clockwork Island Adventure,HARD,3.958,1,1,1,1,1.0
166,cast_director,find a action movie directed by Junji Shimizu with Mayumi Tanaka and Kazuya Nakai,23446,One Piece: Clockwork Island Adventure,19576,One Piece: The Movie,HARD,1.6438,0,1,1,1,0.5
167,keyword_theme,movie about pirate and shounen in a action setting,23446,One Piece: Clockwork Island Adventure,19576,One Piece: The Movie,HARD,3.97,0,1,1,1,0.5
168,year_constraint,"action film released around 2001 with plot like relaxing on a cozy beach, the straw hat pirates are taking a rest from their quest. right until",23446,One Piece: Clockwork Island Adventure,23446,One Piece: Clockwork Island Adventure,HARD,4.0539,1,1,1,1,1.0
169,plot_memory,"I remember a movie where after going their separate ways, scooby-doo, shaggy, velma, daphne, and fred reunite to investigate the ghost of moonscar",13151,Scooby-Doo on Zombie Island,13151,Scooby-Doo on Zombie Island,HARD,3.8176,1,1,1,1,1.0
170,cast_director,find a animation movie directed by Jim Stenstrum with Scott Innes and Billy West,13151,Scooby-Doo on Zombie Island,13151,Scooby-Doo on Zombie Island,HARD,1.5505,1,1,1,1,1.0
171,keyword_theme,movie about new orleans and louisiana in a animation setting,13151,Scooby-Doo on Zombie Island,10198,The Princess and the Frog,HARD,4.0619,0,1,1,1,0.5
172,year_constraint,"animation film released around 1998 with plot like after going their separate ways, scooby-doo, shaggy, velma, daphne, and fred reunite to investigate the ghost of moonscar",13151,Scooby-Doo on Zombie Island,13151,Scooby-Doo on Zombie Island,HARD,3.9899,1,1,1,1,1.0
173,plot_memory,"I remember a movie where the kingdom of the people of the earth once ruled over the land, but now all that remains",115223,Pokémon the Movie: Black - Victini and Reshiram,115223,Pokémon the Movie: Black - Victini and Reshiram,HARD,2.0605,1,1,1,1,1.0
174,cast_director,find a animation movie directed by Kunihiko Yuyama with Rica Matsumoto and Ikue Otani,115223,Pokémon the Movie: Black - Victini and Reshiram,115223,Pokémon the Movie: Black - Victini and Reshiram,HARD,1.6146,1,1,1,1,1.0
175,keyword_theme,movie about battle and anime in a animation setting,115223,Pokémon the Movie: Black - Victini and Reshiram,115223,Pokémon the Movie: Black - Victini and Reshiram,HARD,3.9966,1,1,1,1,1.0
176,year_constraint,"animation film released around 2011 with plot like the kingdom of the people of the earth once ruled over the land, but now all that remains",115223,Pokémon the Movie: Black - Victini and Reshiram,115223,Pokémon the Movie: Black - Victini and Reshiram,HARD,4.11,1,1,1,1,1.0
177,plot_memory,"I remember a movie where hubert, a brash 17-year-old, is confused and torn by a love-hate relationship with his mother that consumes him",26280,I Killed My Mother,26280,I Killed My Mother,HARD,3.9398,1,1,1,1,1.0
178,cast_director,find a drama movie directed by Xavier Dolan with Xavier Dolan and Anne Dorval,26280,I Killed My Mother,26280,I Killed My Mother,HARD,1.66,1,1,1,1,1.0
179,keyword_theme,movie about parent child relationship and boarding school in a drama setting,26280,I Killed My Mother,26280,I Killed My Mother,HARD,4.1161,1,1,1,1,1.0
180,year_constraint,"drama film released around 2009 with plot like hubert, a brash 17-year-old, is confused and torn by a love-hate relationship with his mother that consumes him",26280,I Killed My Mother,26280,I Killed My Mother,HARD,4.0766,1,1,1,1,1.0
181,plot_memory,"I remember a movie where he is one of the top celebrities in the country: a fast-talking tv host, who can joke his",383682,Planet Single,383682,Planet Single,HARD,1.8191,1,1,1,1,1.0
182,cast_director,find a comedy movie directed by Mitja Okorn with Maciej Stuhr and Agnieszka Więdłocha,383682,Planet Single,79221,Letters to Santa,HARD,4.3453,0,1,1,1,0.5
183,keyword_theme,movie about date and teacher in a comedy setting,383682,Planet Single,383682,Planet Single,HARD,2.0958,1,1,1,1,1.0
184,year_constraint,"comedy film released around 2016 with plot like he is one of the top celebrities in the country: a fast-talking tv host, who can joke his",383682,Planet Single,383682,Planet Single,HARD,1.8155,1,1,1,1,1.0
185,plot_memory,"I remember a movie where one year since the supernatural nightmare at freddy fazbear's pizza, the stories about what transpired there have been",1228246,Five Nights at Freddy's 2,1228246,Five Nights at Freddy's 2,HARD,4.0654,1,1,1,1,1.0
186,cast_director,find a horror movie directed by Emma Tammi with Josh Hutcherson and Piper Rubio,1228246,Five Nights at Freddy's 2,507089,Five Nights at Freddy's,HARD,4.1227,0,1,1,1,0.5
187,keyword_theme,movie about killer robot and pizzeria in a horror setting,1228246,Five Nights at Freddy's 2,1228246,Five Nights at Freddy's 2,HARD,2.079,1,1,1,1,1.0
188,year_constraint,"horror film released around 2025 with plot like one year since the supernatural nightmare at freddy fazbear's pizza, the stories about what transpired there have been",1228246,Five Nights at Freddy's 2,1228246,Five Nights at Freddy's 2,HARD,1.88,1,1,1,1,1.0
189,plot_memory,"I remember a movie where this wonderful story happened in the age of valiant knights, beautiful princesses, and battling sorcerers. ruslan, a wandering",463116,The Stolen Princess,463116,The Stolen Princess,HARD,4.0488,1,1,1,1,1.0
190,cast_director,find a animation movie directed by Oleg Malamuzh with Nadya Dorofeeva and Oleksii Zavgorodnii,463116,The Stolen Princess,463116,The Stolen Princess,HARD,1.8193,1,1,1,1,1.0
191,keyword_theme,movie about princess and rescue in a animation setting,463116,The Stolen Princess,463116,The Stolen Princess,HARD,4.2011,1,1,1,1,1.0
192,year_constraint,"animation film released around 2018 with plot like this wonderful story happened in the age of valiant knights, beautiful princesses, and battling sorcerers. ruslan, a wandering",463116,The Stolen Princess,463116,The Stolen Princess,HARD,1.7566,1,1,1,1,1.0
193,plot_memory,I remember a movie where jesse aarons trained all summer to become the fastest runner in school. so he's very upset when newcomer,1265,Bridge to Terabithia,1265,Bridge to Terabithia,HARD,4.1652,1,1,1,1,1.0
194,cast_director,find a adventure movie directed by Gábor Csupó with Josh Hutcherson and AnnaSophia Robb,1265,Bridge to Terabithia,1265,Bridge to Terabithia,HARD,1.8874,1,1,1,1,1.0
195,keyword_theme,movie about friendship and sibling relationship in a adventure setting,1265,Bridge to Terabithia,10009,Brother Bear,HARD,4.0687,0,0,0,0,0.0
196,year_constraint,adventure film released around 2007 with plot like jesse aarons trained all summer to become the fastest runner in school. so he's very upset when newcomer,1265,Bridge to Terabithia,1265,Bridge to Terabithia,HARD,1.7992,1,1,1,1,1.0
197,plot_memory,"I remember a movie where the untold story of katherine g. johnson, dorothy vaughan and mary jackson – brilliant african-american women working at",381284,Hidden Figures,381284,Hidden Figures,HARD,4.1582,1,1,1,1,1.0
198,cast_director,find a drama movie directed by Theodore Melfi with Taraji P. Henson and Octavia Spencer,381284,Hidden Figures,381284,Hidden Figures,HARD,1.8831,1,1,1,1,1.0
199,keyword_theme,movie about nasa and mathematics in a drama setting,381284,Hidden Figures,381284,Hidden Figures,HARD,4.0733,1,1,1,1,1.0
200,year_constraint,"drama film released around 2016 with plot like the untold story of katherine g. johnson, dorothy vaughan and mary jackson – brilliant african-american women working at",381284,Hidden Figures,381284,Hidden Figures,HARD,4.1405,1,1,1,1,1.0
